Address,Building_Number,City,Recipient,Street_Name_old,Street_Name,type_voie,Zip_Code,Country,repetition
"Madame Lefevre, 8 bis Rue Jules Ferry 01500 Ambérieu-en-Bugey, France",8,Ambérieu-en-Bugey,Madame Lefevre,Rue Jules Ferry,Jules Ferry,Rue,01500,France,bis
"Mairie de Paris, 27 bis Rue Jules Ferry 01500 Ambérieu-en-Bugey, France",27,Ambérieu-en-Bugey,Mairie de Paris,Rue Jules Ferry,Jules Ferry,Rue,01500,France,bis
"14 bis Rue Jules Ferry 01500 Ambérieu-en-Bugey, France",14,Ambérieu-en-Bugey,,Rue Jules Ferry,Jules Ferry,Rue,01500,France,bis
"Dr. François Morel, 12 bis Rue Jules Ferry 01500 Ambérieu-en-Bugey, France",12,Ambérieu-en-Bugey,Dr. François Morel,Rue Jules Ferry,Jules Ferry,Rue,01500,France,bis
"Société Générale, 12 ter Rue Jules Ferry 01500 Ambérieu-en-Bugey, France",12,Ambérieu-en-Bugey,Société Générale,Rue Jules Ferry,Jules Ferry,Rue,01500,France,ter
"Madame Lefevre, 27 ter Rue de la Commune 1871 01500 Ambérieu-en-Bugey, France",27,Ambérieu-en-Bugey,Madame Lefevre,Rue de la Commune 1871,de la Commune 1871,Rue,01500,France,ter
"51 bis Rue de la Commune 1871 01500 Ambérieu-en-Bugey, France",51,Ambérieu-en-Bugey,,Rue de la Commune 1871,de la Commune 1871,Rue,01500,France,bis
"École Nationale Supérieure, 27 bis Rue de la Commune 1871 01500 Ambérieu-en-Bugey, France",27,Ambérieu-en-Bugey,École Nationale Supérieure,Rue de la Commune 1871,de la Commune 1871,Rue,01500,France,bis
"Société Générale, 48 bis Avenue Général De Gaulle 01500 Ambérieu-en-Bugey, France",48,Ambérieu-en-Bugey,Société Générale,Avenue Général De Gaulle,Général De Gaulle,Avenue,01500,France,bis
"44 bis Avenue Général De Gaulle 01500 Ambérieu-en-Bugey, France",44,Ambérieu-en-Bugey,,Avenue Général De Gaulle,Général De Gaulle,Avenue,01500,France,bis
"Mme Sophie Bernard, 19 bis Avenue Général De Gaulle 01500 Ambérieu-en-Bugey, France",19,Ambérieu-en-Bugey,Mme Sophie Bernard,Avenue Général De Gaulle,Général De Gaulle,Avenue,01500,France,bis
"62 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",62,Ambérieu-en-Bugey,,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Mairie de Paris, 171 ter Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",171,Ambérieu-en-Bugey,Mairie de Paris,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,ter
"Mme Sophie Bernard, 47 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",47,Ambérieu-en-Bugey,Mme Sophie Bernard,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"École Nationale Supérieure, 187 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",187,Ambérieu-en-Bugey,École Nationale Supérieure,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"110 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",110,Ambérieu-en-Bugey,,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"99 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",99,Ambérieu-en-Bugey,,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Madame Lefevre, 64 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",64,Ambérieu-en-Bugey,Madame Lefevre,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Dr. François Morel, 126 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",126,Ambérieu-en-Bugey,Dr. François Morel,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Jean-Luc Martin, 163 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",163,Ambérieu-en-Bugey,Jean-Luc Martin,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Société Générale, 191 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",191,Ambérieu-en-Bugey,Société Générale,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Madame Lefevre, 193 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",193,Ambérieu-en-Bugey,Madame Lefevre,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"161 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",161,Ambérieu-en-Bugey,,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Association Les Petits Lutins, 103 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",103,Ambérieu-en-Bugey,Association Les Petits Lutins,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Association Les Petits Lutins, 258 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",258,Ambérieu-en-Bugey,Association Les Petits Lutins,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Mairie de Paris, 153 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",153,Ambérieu-en-Bugey,Mairie de Paris,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Jean-Luc Martin, 174 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",174,Ambérieu-en-Bugey,Jean-Luc Martin,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Entreprise Dupuis SARL, 189 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",189,Ambérieu-en-Bugey,Entreprise Dupuis SARL,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Mairie de Paris, 25 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",25,Ambérieu-en-Bugey,Mairie de Paris,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Mairie de Paris, 71 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",71,Ambérieu-en-Bugey,Mairie de Paris,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"École Nationale Supérieure, 15 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",15,Ambérieu-en-Bugey,École Nationale Supérieure,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"École Nationale Supérieure, 113 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",113,Ambérieu-en-Bugey,École Nationale Supérieure,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Jean-Luc Martin, 120 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",120,Ambérieu-en-Bugey,Jean-Luc Martin,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Jean-Luc Martin, 166 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",166,Ambérieu-en-Bugey,Jean-Luc Martin,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Association Les Petits Lutins, 39 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",39,Ambérieu-en-Bugey,Association Les Petits Lutins,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Association Les Petits Lutins, 140 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",140,Ambérieu-en-Bugey,Association Les Petits Lutins,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Dr. François Morel, 10 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",10,Ambérieu-en-Bugey,Dr. François Morel,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Association Les Petits Lutins, 40 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",40,Ambérieu-en-Bugey,Association Les Petits Lutins,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Entreprise Dupuis SARL, 112 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",112,Ambérieu-en-Bugey,Entreprise Dupuis SARL,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Entreprise Dupuis SARL, 8 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",8,Ambérieu-en-Bugey,Entreprise Dupuis SARL,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Société Générale, 145 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",145,Ambérieu-en-Bugey,Société Générale,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Société Générale, 86 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",86,Ambérieu-en-Bugey,Société Générale,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Madame Lefevre, 151 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",151,Ambérieu-en-Bugey,Madame Lefevre,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Dr. François Morel, 60 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",60,Ambérieu-en-Bugey,Dr. François Morel,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Société Générale, 117 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",117,Ambérieu-en-Bugey,Société Générale,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Mme Sophie Bernard, 85 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",85,Ambérieu-en-Bugey,Mme Sophie Bernard,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"École Nationale Supérieure, 111 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",111,Ambérieu-en-Bugey,École Nationale Supérieure,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Madame Lefevre, 171 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",171,Ambérieu-en-Bugey,Madame Lefevre,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"124 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",124,Ambérieu-en-Bugey,,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"Mairie de Paris, 170 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",170,Ambérieu-en-Bugey,Mairie de Paris,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"121 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",121,Ambérieu-en-Bugey,,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"19 bis Rue Alexandre Bérard 01500 Ambérieu-en-Bugey, France",19,Ambérieu-en-Bugey,,Rue Alexandre Bérard,Alexandre Bérard,Rue,01500,France,bis
"2 bis Rue de la Brillatte 01500 Ambérieu-en-Bugey, France",2,Ambérieu-en-Bugey,,Rue de la Brillatte,de la Brillatte,Rue,01500,France,bis
"Entreprise Dupuis SARL, 1 bis Rue de la Brillatte 01500 Ambérieu-en-Bugey, France",1,Ambérieu-en-Bugey,Entreprise Dupuis SARL,Rue de la Brillatte,de la Brillatte,Rue,01500,France,bis
"76 bis Route du Maquis 01500 Ambérieu-en-Bugey, France",76,Ambérieu-en-Bugey,,Route du Maquis,du Maquis,Route,01500,France,bis
"Mairie de Paris, 65 bis Route du Maquis 01500 Ambérieu-en-Bugey, France",65,Ambérieu-en-Bugey,Mairie de Paris,Route du Maquis,du Maquis,Route,01500,France,bis
"Association Les Petits Lutins, 53 bis Route du Maquis 01500 Ambérieu-en-Bugey, France",53,Ambérieu-en-Bugey,Association Les Petits Lutins,Route du Maquis,du Maquis,Route,01500,France,bis
"98 bis Route du Maquis 01500 Ambérieu-en-Bugey, France",98,Ambérieu-en-Bugey,,Route du Maquis,du Maquis,Route,01500,France,bis
"Dr. François Morel, 111 bis Route du Maquis 01500 Ambérieu-en-Bugey, France",111,Ambérieu-en-Bugey,Dr. François Morel,Route du Maquis,du Maquis,Route,01500,France,bis
"Société Générale, 18 bis Rue Girod de l'Ain 01500 Ambérieu-en-Bugey, France",18,Ambérieu-en-Bugey,Société Générale,Rue Girod de l'Ain,Girod de l'Ain,Rue,01500,France,bis
"2 bis Rue Girod de l'Ain 01500 Ambérieu-en-Bugey, France",2,Ambérieu-en-Bugey,,Rue Girod de l'Ain,Girod de l'Ain,Rue,01500,France,bis
"Mme Sophie Bernard, 20 bis Rue Girod de l'Ain 01500 Ambérieu-en-Bugey, France",20,Ambérieu-en-Bugey,Mme Sophie Bernard,Rue Girod de l'Ain,Girod de l'Ain,Rue,01500,France,bis
"Madame Lefevre, 1 bis Rue Maurice Margot 01500 Ambérieu-en-Bugey, France",1,Ambérieu-en-Bugey,Madame Lefevre,Rue Maurice Margot,Maurice Margot,Rue,01500,France,bis
"22 ter Rue de la Résistance 01500 Ambérieu-en-Bugey, France",22,Ambérieu-en-Bugey,,Rue de la Résistance,de la Résistance,Rue,01500,France,ter
"22 bis Rue de la Résistance 01500 Ambérieu-en-Bugey, France",22,Ambérieu-en-Bugey,,Rue de la Résistance,de la Résistance,Rue,01500,France,bis
"2 bis Rue de la Résistance 01500 Ambérieu-en-Bugey, France",2,Ambérieu-en-Bugey,,Rue de la Résistance,de la Résistance,Rue,01500,France,bis
"Monsieur Dupont, 2 ter Rue de la Résistance 01500 Ambérieu-en-Bugey, France",2,Ambérieu-en-Bugey,Monsieur Dupont,Rue de la Résistance,de la Résistance,Rue,01500,France,ter
"23 bis Rue de la Résistance 01500 Ambérieu-en-Bugey, France",23,Ambérieu-en-Bugey,,Rue de la Résistance,de la Résistance,Rue,01500,France,bis
"13 ter Rue de la Résistance 01500 Ambérieu-en-Bugey, France",13,Ambérieu-en-Bugey,,Rue de la Résistance,de la Résistance,Rue,01500,France,ter
"21 bis Rue de la Résistance 01500 Ambérieu-en-Bugey, France",21,Ambérieu-en-Bugey,,Rue de la Résistance,de la Résistance,Rue,01500,France,bis
"Jean-Luc Martin, 13 bis Rue de la Résistance 01500 Ambérieu-en-Bugey, France",13,Ambérieu-en-Bugey,Jean-Luc Martin,Rue de la Résistance,de la Résistance,Rue,01500,France,bis
"Société Générale, 15 bis Rue de la Résistance 01500 Ambérieu-en-Bugey, France",15,Ambérieu-en-Bugey,Société Générale,Rue de la Résistance,de la Résistance,Rue,01500,France,bis
"Entreprise Dupuis SARL, 2 bis Rue des Pérouses 01500 Ambérieu-en-Bugey, France",2,Ambérieu-en-Bugey,Entreprise Dupuis SARL,Rue des Pérouses,des Pérouses,Rue,01500,France,bis
"Mairie de Paris, 2 ter Rue des Pérouses 01500 Ambérieu-en-Bugey, France",2,Ambérieu-en-Bugey,Mairie de Paris,Rue des Pérouses,des Pérouses,Rue,01500,France,ter
"Dr. François Morel, 96 bis Rue Colbert 01500 Ambérieu-en-Bugey, France",96,Ambérieu-en-Bugey,Dr. François Morel,Rue Colbert,Colbert,Rue,01500,France,bis
"151 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",151,Ambérieu-en-Bugey,,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Société Générale, 131 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",131,Ambérieu-en-Bugey,Société Générale,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Mme Sophie Bernard, 63 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",63,Ambérieu-en-Bugey,Mme Sophie Bernard,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Monsieur Dupont, 181 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",181,Ambérieu-en-Bugey,Monsieur Dupont,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Mairie de Paris, 111 ter Rue du Tiret 01500 Ambérieu-en-Bugey, France",111,Ambérieu-en-Bugey,Mairie de Paris,Rue du Tiret,du Tiret,Rue,01500,France,ter
"149 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",149,Ambérieu-en-Bugey,,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Dr. François Morel, 113 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",113,Ambérieu-en-Bugey,Dr. François Morel,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Entreprise Dupuis SARL, 27 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",27,Ambérieu-en-Bugey,Entreprise Dupuis SARL,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Société Générale, 106 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",106,Ambérieu-en-Bugey,Société Générale,Rue du Tiret,du Tiret,Rue,01500,France,bis
"63 ter Rue du Tiret 01500 Ambérieu-en-Bugey, France",63,Ambérieu-en-Bugey,,Rue du Tiret,du Tiret,Rue,01500,France,ter
"8 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",8,Ambérieu-en-Bugey,,Rue du Tiret,du Tiret,Rue,01500,France,bis
"187 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",187,Ambérieu-en-Bugey,,Rue du Tiret,du Tiret,Rue,01500,France,bis
"129 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",129,Ambérieu-en-Bugey,,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Jean-Luc Martin, 25 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",25,Ambérieu-en-Bugey,Jean-Luc Martin,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Monsieur Dupont, 61 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",61,Ambérieu-en-Bugey,Monsieur Dupont,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Entreprise Dupuis SARL, 193 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",193,Ambérieu-en-Bugey,Entreprise Dupuis SARL,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Jean-Luc Martin, 28 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",28,Ambérieu-en-Bugey,Jean-Luc Martin,Rue du Tiret,du Tiret,Rue,01500,France,bis
"104 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",104,Ambérieu-en-Bugey,,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Mairie de Paris, 65 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",65,Ambérieu-en-Bugey,Mairie de Paris,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Mme Sophie Bernard, 115 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",115,Ambérieu-en-Bugey,Mme Sophie Bernard,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Madame Lefevre, 149 ter Rue du Tiret 01500 Ambérieu-en-Bugey, France",149,Ambérieu-en-Bugey,Madame Lefevre,Rue du Tiret,du Tiret,Rue,01500,France,ter
"Monsieur Dupont, 133 ter Rue du Tiret 01500 Ambérieu-en-Bugey, France",133,Ambérieu-en-Bugey,Monsieur Dupont,Rue du Tiret,du Tiret,Rue,01500,France,ter
"Entreprise Dupuis SARL, 124 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",124,Ambérieu-en-Bugey,Entreprise Dupuis SARL,Rue du Tiret,du Tiret,Rue,01500,France,bis
"19 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",19,Ambérieu-en-Bugey,,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Société Générale, 4 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",4,Ambérieu-en-Bugey,Société Générale,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Madame Lefevre, 118 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",118,Ambérieu-en-Bugey,Madame Lefevre,Rue du Tiret,du Tiret,Rue,01500,France,bis
"École Nationale Supérieure, 111 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",111,Ambérieu-en-Bugey,École Nationale Supérieure,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Société Générale, 2 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",2,Ambérieu-en-Bugey,Société Générale,Rue du Tiret,du Tiret,Rue,01500,France,bis
"133 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",133,Ambérieu-en-Bugey,,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Mme Sophie Bernard, 15 bis Rue du Tiret 01500 Ambérieu-en-Bugey, France",15,Ambérieu-en-Bugey,Mme Sophie Bernard,Rue du Tiret,du Tiret,Rue,01500,France,bis
"Mme Sophie Bernard, 1 bis Rue de la Chapelle 01500 Ambérieu-en-Bugey, France",1,Ambérieu-en-Bugey,Mme Sophie Bernard,Rue de la Chapelle,de la Chapelle,Rue,01500,France,bis
"Mairie de Paris, 2 bis Allée Vallon du Nantet 01500 Ambérieu-en-Bugey, France",2,Ambérieu-en-Bugey,Mairie de Paris,Allée Vallon du Nantet,Vallon du Nantet,Allée,01500,France,bis
"Dr. François Morel, 10 bis Rue du Dépôt 01500 Ambérieu-en-Bugey, France",10,Ambérieu-en-Bugey,Dr. François Morel,Rue du Dépôt,du Dépôt,Rue,01500,France,bis
"Mme Sophie Bernard, 14 ter Rue du Dépôt 01500 Ambérieu-en-Bugey, France",14,Ambérieu-en-Bugey,Mme Sophie Bernard,Rue du Dépôt,du Dépôt,Rue,01500,France,ter
"2 bis Rue du Dépôt 01500 Ambérieu-en-Bugey, France",2,Ambérieu-en-Bugey,,Rue du Dépôt,du Dépôt,Rue,01500,France,bis
"2 ter Rue du Dépôt 01500 Ambérieu-en-Bugey, France",2,Ambérieu-en-Bugey,,Rue du Dépôt,du Dépôt,Rue,01500,France,ter
"Association Les Petits Lutins, 18 bis Rue du Dépôt 01500 Ambérieu-en-Bugey, France",18,Ambérieu-en-Bugey,Association Les Petits Lutins,Rue du Dépôt,du Dépôt,Rue,01500,France,bis
"École Nationale Supérieure, 16 bis Rue du Dépôt 01500 Ambérieu-en-Bugey, France",16,Ambérieu-en-Bugey,École Nationale Supérieure,Rue du Dépôt,du Dépôt,Rue,01500,France,bis
"Madame Lefevre, 4 ter Rue du Dépôt 01500 Ambérieu-en-Bugey, France",4,Ambérieu-en-Bugey,Madame Lefevre,Rue du Dépôt,du Dépôt,Rue,01500,France,ter
"Entreprise Dupuis SARL, 12 bis Rue du Dépôt 01500 Ambérieu-en-Bugey, France",12,Ambérieu-en-Bugey,Entreprise Dupuis SARL,Rue du Dépôt,du Dépôt,Rue,01500,France,bis
"Jean-Luc Martin, 4 bis Rue du Dépôt 01500 Ambérieu-en-Bugey, France",4,Ambérieu-en-Bugey,Jean-Luc Martin,Rue du Dépôt,du Dépôt,Rue,01500,France,bis
"Monsieur Dupont, 16 ter Rue du Dépôt 01500 Ambérieu-en-Bugey, France",16,Ambérieu-en-Bugey,Monsieur Dupont,Rue du Dépôt,du Dépôt,Rue,01500,France,ter
"École Nationale Supérieure, 4 bis Place du Champ de Mars 01500 Ambérieu-en-Bugey, France",4,Ambérieu-en-Bugey,École Nationale Supérieure,Place du Champ de Mars,du Champ de Mars,Place,01500,France,bis
"Société Générale, 2 bis Rue du Clos Dutillier 01500 Ambérieu-en-Bugey, France",2,Ambérieu-en-Bugey,Société Générale,Rue du Clos Dutillier,du Clos Dutillier,Rue,01500,France,bis
"5 bis Rue Truchon 01500 Ambérieu-en-Bugey, France",5,Ambérieu-en-Bugey,,Rue Truchon,Truchon,Rue,01500,France,bis
"Association Les Petits Lutins, 10 bis Rue Truchon 01500 Ambérieu-en-Bugey, France",10,Ambérieu-en-Bugey,Association Les Petits Lutins,Rue Truchon,Truchon,Rue,01500,France,bis
"12 bis Rue Antoine Buy 01500 Ambérieu-en-Bugey, France",12,Ambérieu-en-Bugey,,Rue Antoine Buy,Antoine Buy,Rue,01500,France,bis
"6 bis Rue Antoine Buy 01500 Ambérieu-en-Bugey, France",6,Ambérieu-en-Bugey,,Rue Antoine Buy,Antoine Buy,Rue,01500,France,bis
"Mairie de Paris, 12 ter Rue Antoine Buy 01500 Ambérieu-en-Bugey, France",12,Ambérieu-en-Bugey,Mairie de Paris,Rue Antoine Buy,Antoine Buy,Rue,01500,France,ter
